634,"Subject: christmas tree farm pictures
",ham 
1202,"Subject: walter o & g / superior april noms
tom ,
i recently received this nomination and the total package of gas for the
aforementioned changed as follows :
counterparty meter last nom latest nom chg .
walter o & g 9747 3 , 901 mmbtu / d 3 , 426 mmbtu / d ( 475 ) mmbtu / d
walter o & g 9787 1 , 604 mmbtu / d 1 , 713 mmbtu / d 109 mmbtu / d
walter o & g 9808 4 , 890 mmbtu / d 4 , 950 mmbtu / d 60 mmbtu / d
superior natural gas 9741 2 , 783 mmbtu / d 2 , 570 mmbtu / d ( 213 ) mmbtu / d
total change ( 519 ) mmbtu / d
i ' ve made the change in my spreadsheet .
vlt
x 3 - 6353",ham
1203,"Subject: april 1 noms
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 03 / 29 / 2000
03 : 16 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
troy _ a _ benoit @ reliantenergy . com on 03 / 29 / 2000 03 : 00 : 00 pm
to : "" ami chokshi ""
cc :
subject : april 1 noms
( see attached file : hpl - apr . xls ) ( see attached file : egmnom - apr . xls )
- hpl - apr . xls
- egmnom - apr . xls",ham
1204,"Subject: re : astros web site comments
infants under the age of 2 that can rest in a parent ' s lap do not need
tickets to games .
webmasters
at 12 : 17 pm 3 / 30 / 00 - 0600 , you wrote :
> posted = thu 30 mar 2000 at 12 : 09
> subj = astros web site comments
> mailto = twinspin @ astros . com
> email =
> namefield = daren farmer
> email = dfarmer @ enron . com
> city = spring , tx
> comments = do i have to purchase a ticket for an infant ?
> x = 48
> y = 7
>",ham
1205,"Subject: april , aspect volume @ texas city
for april 1 , 2000 :
cross media 989815 = 903 mmbtu
tnct 989816 = 5878 mmbtu
any questions , just call .
thanks ,
charlotte hawkins",ham
1206,"Subject: 98 - 6892 for 3 / 15 / 2000 and 3 / 23 / 2000
daren ,
i know it ' s first of the month but the above meter has flow for 3 / 15 ( 71
dec . ) and 3 / 23 ( 35 dec . ) but the deal ( sitara # 213005 ) doesn ' t cover these
two days .
can you see if it is feasible to activate these two days in sitara so that i
can clear my exceptions for volume management ?
thanks
- jackie -
3 - 9497",ham
1207,"Subject: march surveys
hello ,
we have prepared january and february data and will be scheduling meetings
with you in the next few weeks . for the month of march , please provide a
completed "" hours "" survey for each position within your group . this survey
will collect the time your team spent on performing their activities in the
month of march .
note : we are now collecting eol related activities . if you spend time
directly supporting eol , and your survey does not have an activity that you
can assign these times to , please contact me as soon as possible so we can
add the appropriate activities to your survey .
to fill out the survey :
at the top of the spreadsheet , you will see a box labelled "" select your rc "" .
click on the box and input your rc number , which will need to be 4 digits .
once you have done this , another box will appear with the message "" select
position from drop box ! "" you can then select the position ( i . e . , staff ,
specialist , etc . ) and "" ok "" . the choices for positions are based on
information contained in the org database ( i . e . , if a position is not listed
that should be , please call me to discuss as it would indicate that
corrections need to be made to the database ) . once you have the list of
activities , please input hours ( for the entire month ) for each activity
listed in the column labelled "" hours "" .
if you ' re filling out the survey for your team , save a file for each of the
positions you fill out for your team prior to filling out the next position .
if you do not , the information will be lost .
we have included february compiled hours per position ( if you had two
specialists performing the same activity - 20 hours each , the "" last month ""
column would show a total of 40 hrs for that month ) . as with last month , you
have the option to complete the survey on behalf of your entire group or send
this survey to each of your team members , allowing each individual to fill
out the time they spent on each activity . if there are any activities you
perform not included in your survey , please contact me as soon as possible
for a copy of the activity dictionary .
please return these surveys by end of day wednesday , april 5 th . if this is a
problem , please notify me or lisa cousino immediately .
thanks ,
shari
3 - 3859",ham
1208,"Subject: march activity survey
as you are aware , we are starting to collect data for our march price model .
i ' ve attached a survey to help us collect the data that will be driving your
costs from the activities to the commercial teams . in the ' data ' tab , please
select the your rcs , and fill in the driver quantity for the requested driver
for the month of february . please fill out the attached activity driver
survey with march numbers for your rc by end of day wednesday , april 5 th . if
your group currently generates a standard report that captures the surveyed
data , please send the report to me , and put me on your recipient list
beginning next month . this will eliminate your need to fill out this survey
every month . if you would like us to collect this information from someone
within your team beginning next month , please let me know .
please take this opportunity to verify the following :
1 . the driver indicates a measure for the time and effort your team spent to
perform these activities for each commercial team .
2 . the activity is spent in support of the commercial teams identified
( please let us know otherwise )
3 . if the activity is using an allocation ( for example "" allocate 0469 "" or
"" 80 - 20 split "" ) , that the percentage allocated to each commercial team has not
changed from last month . ( please let us know if it has changed what the new
allocation is ) .
in reference to these surveys , please note :
if you are allocating only infrastructure costs to some commercial teams
listed in the survey , please identify them . we will take your business
support costs ( such as feedback , training , etc . ) and allocate them evenly
among these teams .
the costs for "" commercial team specific "" activities that you filled time out
for in the january time survey will be directly allocated to that commercial
team ( e . g . genco support will trace 100 % of its costs to genco ) .
please let us know if you have any questions on this survey .
regards ,
shari
3 - 3859",ham
1209,"Subject: re : mitchell gas services 2 / 00
i ' m not sure , but could you ask craig .
julie
daren j farmer
03 / 31 / 2000 12 : 30 pm
to : julie meyers / hou / ect @ ect
cc :
subject : re : mitchell gas services 2 / 00
is this still outstanding ? craig is back in the office now .
d
julie meyers
03 / 20 / 2000 02 : 27 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : mitchell gas services 2 / 00
- - - - - - - - - - - - - - - - - - - - - - forwarded by julie meyers / hou / ect on 03 / 20 / 2000 02 : 26
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : megan parker @ enron 03 / 20 / 2000 02 : 08 pm
to : julie meyers / hou / ect @ ect
cc : william c falbaum / hou / ect @ ect
subject : mitchell gas services 2 / 00
we have a price difference with mitchell gas services for 2 / 00 production ,
deal 156658 . we have hsc - 0 . 05 and mitchell shows hsc - 0 . 04 . can you tell
me what the correct price is ? i need this asap .
megan",ham
1210,"Subject: nomination 4 / 1 / 2000
per our discussion , eff 4 / 1 / 2000 the nom to eastrans will be 60 , 000 mmbtu / d ,
with 50 , 000 going to pg & e , 2 , 200 into
hpl ' s cartwheel at carthage , and 7 , 800 from fuels cotton valley to hpl .
eff 4 / 4 , we hope to deliver 15 , 000 into hpl at the lone star / hpl interconnect
in
rusk county .
we will formally nominate for the 4 th on monday morning . the price we will
sell
this additional
gas to you for is hsc - $ . 07 .",ham
1211,"Subject: fw : fw : gap gift certificates
- - - - - original message - - - - -
from : fletcher , thomas
sent : friday , march 31 , 2000 8 : 27 am
to : beard , jaime ; canedy , frank ; almaguer , michael ; dewey , daniel ; glover ,
rusty ; walker , cole ; young , steve ; abbott , todd ; sanchez , jose ; parker baum
( e - mail ) ; ' , eprakop @ earthlink . net , ' ; ' eric wilson ' ; ' bsneed @ enscoinc . com ' ;
mike marchand ( e - mail ) ; ' ctlockwood @ aol . com ' ; ' burke , donovan ( cci - new
orleans ) ' ; ' tim herbst ' ; amy pickle ( e - mail ) ; angela barulli ( e - mail ) ;
ashley burt ( e - mail ) ; brandon reed ( e - mail ) ; carrie johns ( e - mail ) ; chad
leeper ( e - mail ) ; cliff gulett ( e - mail ) ; eric burcham ( e - mail ) ; erik prakop
( e - mail ) ; greg juneau ( e - mail ) ; jen black ( e - mail ) ; jeremy burt ( e - mail ) ;
joy moore ( e - mail ) ; julie duerler ( e - mail ) ; julie hanibal ( e - mail ) ; karamie
carrigan ( e - mail ) ; katie portacci ( e - mail ) ; kern courtney ( e - mail ) ; laura
follette ( e - mail ) ; lillian lofton ( e - mail ) ; matt england ( e - mail ) ; mike mike marchand ( e - mail ) ; parker baum ( e - mail ) ;
rebecca kubs ( e - mail ) ; rhett rogers ( e - mail ) ; shelly abrahm ( e - mail ) ; tommy
mount ( e - mail ) ; troy combs ( e - mail ) ; ' shilling , aaron ( a . r . ) ' ; amy pickle
( e - mail )
subject : fw : fw : gap gift certificates
if this doesn ' t work i ' m soory for wasting everyones precious time ! what ' s
up !
- - - - - original message - - - - -
from : donnie vandeven sutton , charlie ; sutton , brenda ; sutton , billy ;
richardson , tiffany ; morgan , amy ; michelle bailey ; marshall , florence ;
kassim , janan ; eshleman , trisha ; crum , lesley ; chevis , tonya ; black , jenn
subject : fw : fw : gap gift certificates
- - - - - original message - - - - -
from : katiebc >
to : kathy > ; sace brown
> ; mary
claude glass > ; mama > ; kelly lee > ; glen brown > ; ginny tucker >
date : tuesday , march 07 , 2000 5 : 56 pm
subject : fw : fw : gap gift certificates
- - - - - original message - - - - -
from : creative images >
to : cornfkgirl 55 @ aol . com > ; terree
skovack @ summitbank . com > ; saran 2201 @ aol . com
> ; nrcandles @ aol . com > ; lisa grayo > ; jborgl 000 @ enter . net
> ; ' fossesca , gina ' > ; betsy basgall
>
date : saturday , february 26 , 2000 6 : 00 pm
subject : fw : fw : gap gift certificates
- - - - - original message - - - - -
from : cross , thomas g .
to : bill etkin ( e - mail ) ; billy ( e - mail )
; cali ( e - mail ) ;
danny ( e - mail ) ; jake ( e - mail )
; klonis ( e - mail )
; kuch ( e - mail ) ; laff ( e - mail )
; lawson
( e - mail ) ; lori ( e - mail ) ; mark murray
( e - mail ) ; paula
( e - mail ) ; ragu ( e - mail ) ; scott hoagburg ( e - mail )
; tom kerr
( e - mail ) ; walrus ( e - mail )
sent : wednesday , february 23 , 2000 11 : 13 am
subject : fw : fw : gap gift certificates
- - - - - original message - - - - -
from : deanna lenchak [ mailto : d _ lenchak @ hotmail . com
]
sent : wednesday , february 23 , 2000 1 : 37 pm
to : lsgoodrich @ aol . com ; dgoldstein @ alloy . com
;
helato 0 @ msx . kraft . geis . com ;
voreilll @ rodalepress . com ;
jennifer . devers @ columbia . ppdi . com
; dtolearyl 3 @ hotmail . com ;
fbcampbell @ hotmail . com ;
morganj @ email . chop . edu ; njsnoop @ aol . com
;
glamesta @ hrads . com ; june 30 _ 73 @ hotmail . com
; redsgilmore @ yahoo . com
;
tgcross @ delinvest . com ; eesmith @ delinvest . com
; saegerr @ iconus . com
;
kathnkirk @ aol . com ; glcarbo @ delinvest . com
; gerdman @ delinvest . com
;
ktrifiletti @ philamuseum . org ;
cbuynak @ mail . phila . kl 2 . pa . us ;
hmurray @ ingfunds . com ; katemiddle @ aol . com
; kathyrnl @ hotmail . com
;
kherncane @ acsysinc . com ;
marybeth . oleary @ bms . com ;
sandra _ luckowski @ strategicweather . com
; segeorge @ delinvest . com
;
timothy _ oleary @ gmaccm . com
subject : fwd : fw : gap gift certificates
> from : njsnoop @ aol . com
> to : jaca 527 @ aol . com , bwestrich @ hotmail . com
, prc 246 @ aol . com ,
> d _ lenchak @ hotmail . com , tanzo 44 @ aol . com
, dscoppin @ aol . com ,
> ced 423 @ aol . com , potseo 07 @ aol . com
, glamesta @ hrads . com ,
> gabbol 999 @ aol . com , ecushorty 26 @ yahoo . com
, ff 74 @ aol . com ,
> ajax 991107 @ aol . com , jen . brown @ huntoon . com
, jgaughran @ syscom - inc . com
,
> katemiddle @ aol . com , kdavis @ coadgroup . com
, kristen 327 @ hotmail . com
,
> leahd 75 @ aol . com , jgrehl @ advanstar . com
, kattr 51 @ aol . com ,
> sandra _ luckowski @ strategicweather . com
> subject : fwd : fw : gap gift certificates
> date : tue , 22 feb 2000 23 : 16 : 25 est
>
>
get your private , free email at http : / / www . hotmail . com
_ _ _ _ _
message - id : >
from : dscoppin @ aol . com
to : dadams @ foodtv . com , daveadaml @ aol . com
, ajax 991107 @ aol . com
,
bemor @ worldnet . att . net ,
rabogal 23 @ aol . com , yadil 31 @ hotmail . com
,
dcoppin @ erac . com , njsnoop @ aol . com
, kevin _ grimstead @ peoplemag . com
,
leshell @ prodigy . net ,
keshawn . a . mccleod @ tst . tracor . com ,
shammara @ hotmail . com , luvlee 9538 @ aol . com
, kmccleod @ yahoo . com
,
ram 312 @ gateway . net ,
raywilliamsl 0 @ hotmail . com ,
cquerol 714 @ aol . com ,
mrascoe @ midd . sps . kl 2 . va . us ,
karwood @ hotmail . com , salisbo @ alpha . ecsu . edu
,
tuneloc @ hotmail . com , mbso 8 @ aol . com
, aonee @ zdnetmail . com ,
rsol 732412 @ aol . com , weslypipesl @ excite . com
, twill @ aol . com ,
ahhaprol @ aol . com
subject : fwd : fw : gap gift certificates
date : tue , 22 feb 2000 13 : 44 : 16 - 0500
mime - version : 1 . 0
x - mailer : internet mail service ( 5 . 5 . 2448 . 0 )
content - type : message / rfc 822
message - id :
from : "" adams , david "" >
to : "" ' tusgar _ hefa @ newyorklife . com ' ""
> ,
"" ' anna _ wong @ newyorklife . com ' "" > ,
"" ' tara _ felton @ am . newyorklife . com '
"" > ,
"" ' chantale _ olivier @ am . newyorklife . com '
""
> , ""
' andrews _ tara @ jpmorgan . com ' ""
> , ""
' pconnor @ bridge . com ' "" > ,
"" romano , carmine "" > , ""
' dscoppin @ aol . com ' ""
>
subject : fw : gap gift certificates
date : tue , 22 feb 2000 10 : 22 : 15 - 0500
mime - version : 1 . 0
x - mailer : internet mail service ( 5 . 5 . 2448 . 0 )
content - type : text / plain
- - - - - original message - - - - -
from : infante , teresa
sent : friday , february 18 , 2000 5 : 20 pm
to : adams , david ; beckles , michelle ; cindy cammon ; diaz , josh ; jones ,
tanya ; moseley , joe ; daniel , stephanie ; clarke - porter , althea ;
sepulveda , maria
subject : fw : gap gift certificates
- - - - - original message - - - - -
from : angel l . vale jr . [ mailto : toro 94 @ excite . com
]
sent : thursday , february 17 , 2000 1 : 27 pm
to : anthony aldano ; jimenez 57 @ aol . com ;
aleon @ related . com ;
wolivare @ stern . nyu . edu ; jqd 3093 @ is 3 . nyu . edu
; rh 7 @ stern . nyu . edu
;
wo 200 @ is 5 . nyu . edu ; aherrera @ stevens - tech . edu
; aaldano @ hotmail . com
;
gardell - b @ rocketmail . com ;
robert . cardona @ bcjsystems . com ;
drjc 8297 @ aol . com ; angel . vale @ bigfoot . com
; oscarvelez @ aol . com
;
lavillalon @ launidadlatina . org ;
aachecar @ usa . net ; lul - step @ egroups . com
cc : mgbabyface @ aol . com ; safire 906 @ aol . com
; lpcarden @ phjw . com ;
kasper _ 8 @ yahoo . com ; rubyl 32 @ excite . com
subject : gap gift certificates
subject : gap certificates
hey guys , i finally found one that is true ! i went down to the
gap myself and redeemed my gift certificates already ! ! ! i sent
enough e - mails to get over two hundred dollars worth of clothes from
the gap ! you know , with all the crap sent over the mail , it is good to
know that something finally rings true in this environment of virtual
deception . send it to everyone you know , and you too can have a whole new
wardrobe , courtesy of the gap ! isn ' t it grand ?
hi ! my name is janelle mccan , founder of the gap .
you have probably heard about the e - mail from abercrombie and fitch offering
twenty five dollar gift certificates to every five people you sent that
letter to . my question is : did it work ? most of you who tried it will
probably say no .
but this letter is not prank like others you have experienced . i am offering
thirty five dollar gift certificates to every seven people you send this to .
when you have finished sending this letter to as many people as you wish , a
screen will come up . it will tell you how much you have earned in gap gift
certificates . print that screen out and bring it to your local gap store .
the sales clerk will give you your certificates and you can shop baby ! this
is a sales promotion to get our name out to young people around the world .
we
believe this project can be a success , but only with your help .
thank you for your support !
sincerely ,
janelle mccan
founder of gap
get 100 % free internet access powered by excite
visit http : / / freeworld . excite . com
- attl . htm",ham
